69.5327416834 5.847963
77.9269368163 5.770362
9.47721143112 5.92003
46.4013954008 5.913707
116.526456798 5.58038
136.058383568 5.611521
46.43011833 5.685653
12.8206854209 5.744366
18.4864143782 5.737719
48.1975440947 5.653623
26.0466510382 5.652105
171.071667783 5.897843
114.402991739 5.882666
110.663250726 5.850245
81.7581603036 5.795279
95.9803304309 5.763239
52.4795936593 5.970713
75.1596896629 5.966727
74.0497432463 5.839707
102.723654834 5.822783
70.962893503 5.784858
10.6724570217 5.785114
12.6433690556 5.777043
53.5382674704 5.607031
22.6005581603 5.728237
202.862357669 5.690775
26.016197812 5.662249
16.3104152713 5.552633
18.761431123 5.521066
24.3382786336 5.476387
151.164768922 5.284259
44.0056485823 5.261993
23.3482250502 5.221946
8.12892275061 5.191992
4.97922304086 5.160807
210.81692342 5.157863
14.4714556821 5.117493
240.762112079 5.083835
5.17866376423 5.067984
191.882897968 5.039466
218.935699933 5.471154
117.935699933 5.438076
219.74704175 5.387653
7.93263674927 5.293026
6.50384237553 5.501497
308.033489618 5.482765
74.9192900201 5.483499
123.365706631 5.400219
359.675262335 5.334074
356.317258317 5.299786
60.766465729 5.274023
55.2554253182 5.234641
288.996316142 5.214549
4.87628711766 5.152018
199.998995311 5.207581
172.720584952 5.169344
38.6010716678 5.122661
40.7802746149 5.883196
130.545992409 5.842393
37.1250502344 5.919165
5.57387139987 5.895508
8.82659522215 5.653526
93.7562067426 5.611863
139.172359902 5.695338
17.1401987051 5.681458
5.29310448761 5.664062
9.32267805314 5.648437
70.8515851753 5.616691
13.5891047109 5.570009
107.015505693 5.550479
15.5909019871 5.531367
120.792364367 5.745333
9.1457803081 5.687717
30.0608283099 5.603805
9.16887028355 5.583566
7.07892609958 5.558105
447.341929002 5.540593
122.068653717 5.513505
37.9349296718 5.920452
4.97672359902 5.895508
13.1488390266 5.800374
72.5975887475 5.777425
42.2556485823 5.824398
273.398638089 5.770271
23.4022549676 5.652756
45.7254409466 5.59266
62.9100580487 5.541315
106.659310114 5.707552
13.4617436928 5.648717
244.396182184 5.585232
55.0406563965 5.565883
6.10267247153 5.558175
84.4003125698 5.741064
83.9409801295 5.682168
35.786782764 5.545371
89.4772828756 5.452364
90.4580375084 5.427504
5.07490064747 5.406413
107.110805983 5.317701
95.576758205 5.262429
14.5564523331 5.267549
321.065974548 5.503466
6.31979013173 5.486189
105.4243023 5.369513
127.626255861 5.305846
37.9130386247 5.296975
311.145121679 5.247599
8.35183411476 5.032227
322.425094887 5.240138
16.4527796383 5.224191
10.4960359455 5.164275
114.877093101 5.151253
44.4393168118 5.066987
