191.882897968 5.039466
13.5891047109 5.570009
30.0608283099 5.603805
9.16887028355 5.583566
447.341929002 5.540593
122.068653717 5.513505
244.396182184 5.585232
89.4772828756 5.452364
90.4580375084 5.427504
5.07490064747 5.406413
107.110805983 5.317701
95.576758205 5.262429
321.065974548 5.503466
6.31979013173 5.486189
105.4243023 5.369513
127.626255861 5.305846
37.9130386247 5.296975
311.145121679 5.247599
322.425094887 5.240138
102.59651708 4.992779
7.13562179058 4.036133
34.5845947756 4.003046
541.409243135 4.181245
17.0253404778 4.585642
33.8791582943 4.747472
6.80823174816 4.634823
22.1606943514 4.597331
106.160995758 4.684478
10.9209120339 4.669922
104.369647243 4.663194
497.852757312 4.548732
26.9971198928 4.792984
54.6256307211 4.561098
109.013552132 4.723715
56.9532150033 4.49139
126.383902657 4.506712
37.8620897522 4.432889
5.3442364367 4.418164
176.948202724 4.377231
8.63734315695 3.85219
8.8020261219 3.762068
76.5044206296 3.957705
233.198705068 3.807015
112.37865595 3.775893
54.0399196249 3.518189
2.93210649699 3.544833
231.693011833 3.509159
151.612525117 3.311373
19.6887139987 3.294055
5.83208305425 3.392223
132.767470418 3.381737
101.25062514 3.340876
2.47270037955 3.300781
46.029091315 3.280762
43.9909801295 3.277986
32.2830877428 3.249361
71.4570551462 3.159959
32.2043648136 3.292096
93.6507814244 3.130561
93.4034829203 3.033869
120.844384907 3.75983
195.746818486 3.52483
285.47778522 3.979807
176.991404331 3.940097
597.44094664 3.928327
200.113306542 3.865878
3.73417727171 3.85284
124.427662425 3.796995
77.4924090199 3.783084
24.9042420183 3.768357
15.1031256977 3.651972
371.112971645 3.56277
66.0449319044 3.422565
484.193793257 3.156517
22.0625362804 3.150065
378.898191561 3.137545
38.7660638535 3.108177
44.6862692565 3.434907
413.987832105 3.397361
90.6863585622 3.298485
49.1302857781 3.465671
12.0800960036 2.757832
19.1821165439 2.841586
25.3966063854 2.668903
111.201864255 2.757088
297.059723152 2.714579
33.5054922974 2.78039
247.552690333 2.749393
252.052467069 2.935938
8.43327974994 2.8699
189.335900871 2.79754
19.223241795 2.697217
15.8062402322 2.647551
14.2146014735 2.748911
26.0144786783 2.706388
