1.218811e+26 5.611521 162 3.440537e+12 2.127127e+11 1.02654006507e-08
1.656013e+25 5.737719 33 1.318313e+12 65334180000.0 6.69646607156e-09
2.333259e+25 5.652105 45 1.904129e+12 82641930000.0 7.02385214364e-09
1.53246e+26 5.897843 240 5.423601e+12 3.266709e+11 8.28933792179e-09
1.024822e+26 5.882666 113 2.432203e+12 1.053482e+11 1.18040475795e-08
9.913214e+25 5.850245 172 3.414693e+12 3.050484e+11 7.54305243431e-09
7.323896e+25 5.795279 104 3.015577e+12 82641930000.0 9.30399839043e-09
8.597918e+25 5.763239 140 3.79862e+12 2.355657e+11 8.15894074911e-09
6.633376e+25 5.839707 93 2.325223e+12 1.053482e+11 9.35181173356e-09
9.201985e+25 5.822783 136 3.745617e+12 1.777282e+11 8.897072988e-09
6.356856e+25 5.784858 95 2.215795e+12 1.204703e+11 8.8564813324e-09
9.560387e+24 5.785114 23 1.065667e+12 87655000000.0 5.50137008197e-09
1.132593e+25 5.777043 26 1.238026e+12 41320960000.0 5.77337903963e-09
4.795958e+25 5.607031 80 2.146495e+12 92396490000.0 8.18629843655e-09
2.024558e+25 5.728237 42 1.928401e+12 41320960000.0 6.44310339367e-09
1.817241e+26 5.690775 266 6.445853e+12 2.066048e+11 9.19167417597e-09
2.330531e+25 5.662249 49 1.996227e+12 1.239629e+11 6.43139208014e-09
1.461087e+25 5.552633 29 1.274555e+12 29218330000.0 6.94727123704e-09
1.680649e+25 5.521066 35 1.267649e+12 41320960000.0 6.65918659619e-09
2.180223e+25 5.476387 39 1.259776e+12 87655000000.0 7.81586996199e-09
1.354134e+26 5.284259 198 3.074781e+12 1.306684e+11 9.90940327093e-09
3.942026e+25 5.261993 89 2.584322e+12 2.066048e+11 6.44487291244e-09
2.091534e+25 5.221946 44 1.279891e+12 65334180000.0 6.96971503821e-09
7.281889e+24 5.191992 20 9.554043e+11 65334180000.0 5.36926934339e-09
1.888498e+26 5.157863 261 3.949102e+12 1.703707e+11 1.07409171215e-08
1.296353e+25 5.117493 32 1.333829e+12 87655000000.0 6.06109634669e-09
2.156747e+26 5.083835 378 5.611217e+12 3.566552e+11 8.59312446294e-09
4.639047e+24 5.067984 13 8.533686e+11 29218330000.0 5.39119860821e-09
1.718887e+26 5.039466 293 2.718103e+12 3.266709e+11 8.91313189743e-09
1.961226e+26 5.471154 342 4.194401e+12 8.784958e+11 8.02523470926e-09
1.056468e+26 5.438076 205 2.365836e+12 4.132096e+11 7.25591788616e-09
1.968494e+26 5.387653 323 4.561948e+12 5.102763e+11 8.66098133417e-09
5.826142e+24 5.501497 15 6.758564e+11 58436670000.0 5.40560206758e-09
2.759364e+26 5.482765 361 5.486637e+12 6.142803e+11 1.0674248435e-08
6.71127e+25 5.483499 117 2.604864e+12 1.489849e+11 8.00933072209e-09
1.10511e+26 5.400219 182 2.079412e+12 2.409406e+11 8.60910281436e-09
3.221971e+26 5.334074 449 8.413872e+12 3.809605e+11 1.03003360976e-08
3.19189e+26 5.299786 412 6.42991e+12 5.620259e+11 1.11925105556e-08
5.44346e+25 5.274023 95 1.857608e+12 82641930000.0 8.31849112056e-09
2.588829e+26 5.214549 384 6.482741e+12 5.202176e+11 9.89898198487e-09
1.791591e+26 5.207581 224 3.988811e+12 2.066048e+11 1.17595300465e-08
1.547231e+26 5.169344 240 4.04175e+12 2.613367e+11 9.54868636757e-09
3.457884e+25 5.122661 76 2.587529e+12 82641930000.0 6.80042972836e-09
3.653097e+25 5.883196 79 2.610967e+12 65334180000.0 6.01805207859e-09
1.169431e+26 5.842393 154 3.581202e+12 2.066048e+11 9.95172256452e-09
3.325662e+25 5.919165 71 2.268595e+12 1.460917e+11 6.05890940957e-09
4.993074e+24 5.895508 12 9.925588e+11 29218330000.0 5.40381745273e-09
7.906864e+24 5.653526 19 1.125907e+12 58436670000.0 5.63594076942e-09
8.398681e+25 5.611863 146 4.208678e+12 1.239629e+11 7.84849374024e-09
1.246706e+26 5.695338 191 5.318615e+12 1.960025e+11 8.77498383943e-09
1.535419e+25 5.681458 32 1.1307e+12 41320960000.0 6.4662468187e-09
4.741563e+24 5.664062 12 6.938371e+11 29218330000.0 5.34130560214e-09
8.351255e+24 5.648437 20 9.509992e+11 29218330000.0 5.66015867247e-09
6.346885e+25 5.616691 126 4.47217e+12 1.870886e+11 6.86664662938e-09
1.217312e+25 5.570009 29 1.281542e+12 92396490000.0 5.77009753776e-09
9.586449e+25 5.550479 165 3.82765e+12 2.225202e+11 8.01453821788e-09
1.396633e+25 5.531367 25 1.269676e+12 29218330000.0 7.73294573386e-09
1.082058e+26 5.745333 181 5.367546e+12 2.513456e+11 7.96694659587e-09
8.19279e+24 5.687717 18 1.131567e+12 29218330000.0 6.1271213911e-09
